STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
APPROVED,Data Set #18 report,6,all good,Data Set #18 report-Q6,What is the commission $ for salesperson AM for account type Dept for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #18 report.html,#N/A
APPROVED,Data Set #18 report,7,all good,Data Set #18 report-Q7,What is the commission $ for salesperson AM for account type Discount for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #18 report.html,#N/A
APPROVED,Data Set #18 report,8,all good,Data Set #18 report-Q8,What is the commission $ for salesperson AM for account type Independent for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #18 report.html,#N/A
APPROVED,Data Set #18 report,9,all good,Data Set #18 report-Q9,What is the commission $ for salesperson AM for account type Online for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #18 report.html,#N/A
APPROVED,Data Set #19 report,1,all good,Data Set #19 report-Q1,What was the average # of days to ship an order for salesperson KR first 6 months of 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,10,all good,Data Set #19 report-Q10,What was the average in the number of days to ship an order from first 6 months 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,11,all good,Data Set #19 report-Q11,What was the average in the number of days to ship an order from last 6 months 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,12,all good,Data Set #19 report-Q12,What was the average in the number of days to ship an order from 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,13,all good,Data Set #19 report-Q13,Which account type for 2023 had the longest average # of days to ship and order,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,14,all good,Data Set #19 report-Q14,Which account type for 2022 had the longest average # of days to ship and order,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,15,all good,Data Set #19 report-Q15,How many customer does salesperson KR have,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,2,all good,Data Set #19 report-Q2,What was the average # of days to ship an order for salesperson KR last 6 months of 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,3,all good,Data Set #19 report-Q3,What was the average # of days to ship an order for salesperson KR for 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,4,all good,Data Set #19 report-Q4,What was the average # of days to ship an order for salesperson KR first 6 months of 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,5,all good,Data Set #19 report-Q5,What was the average # of days to ship an order for salesperson KR last 6 months of 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,6,all good,Data Set #19 report-Q6,What was the average # of days to ship an order for salesperson KR for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,7,all good,Data Set #19 report-Q7,What was the % change in the number of days to ship an order from first 6 months 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,8,all good,Data Set #19 report-Q8,What was the % change in the number of days to ship an order from last 6 months 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #19 report,9,all good,Data Set #19 report-Q9,What was the % change in the number of days to ship an order from 2022 vs 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #19 report.html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,1,all good,Data Set #2 report - Frank Stimson.xlsx-Q1,what was last week total units sales ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,10,all good,Data Set #2 report - Frank Stimson.xlsx-Q10,What is the retail price,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,11,all good,Data Set #2 report - Frank Stimson.xlsx-Q11,what color sell the best,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,12,all good,Data Set #2 report - Frank Stimson.xlsx-Q12,what size sells the best,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,13,all good,Data Set #2 report - Frank Stimson.xlsx-Q13,what is the APS for the week,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,14,all good,Data Set #2 report - Frank Stimson.xlsx-Q14,what is the APS for the prior week,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,15,all good,Data Set #2 report - Frank Stimson.xlsx-Q15,what is the APS for the STD,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,2,all good,Data Set #2 report - Frank Stimson.xlsx-Q2,what was the prior week units sales,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,3,all good,Data Set #2 report - Frank Stimson.xlsx-Q3,what was last week total $ sales ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,4,all good,Data Set #2 report - Frank Stimson.xlsx-Q4,what was the prior week $ sales,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,5,all good,Data Set #2 report - Frank Stimson.xlsx-Q5,what was last week ST %,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,6,all good,Data Set #2 report - Frank Stimson.xlsx-Q6,what is the STD ST %,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,7,all good,Data Set #2 report - Frank Stimson.xlsx-Q7,what is the YTD ST %,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,8,all good,Data Set #2 report - Frank Stimson.xlsx-Q8,What was last week AUR,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #2 report - Frank Stimson.xlsx,9,all good,Data Set #2 report - Frank Stimson.xlsx-Q9,What was the prior week AUR,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,1,all good,Data Set #20 report - Frank Stimson.csv-Q1,What was salesperson RS top 5  customer # for 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,10,all good,Data Set #20 report - Frank Stimson.csv-Q10,Which customer # for salesperson RS had the highest % change from 2023-2024 total allocated/ship/open $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,11,all good,Data Set #20 report - Frank Stimson.csv-Q11,Which prod_line for salesperson RS in 2023 had the highest total allocated/ship/open $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,12,all good,Data Set #20 report - Frank Stimson.csv-Q12,Which prod_line for salesperson RS in 2022 had the highest total allocated/ship/open $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,13,all good,Data Set #20 report - Frank Stimson.csv-Q13,What was salesperson RS bottom 5  customer # for 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,14,all good,Data Set #20 report - Frank Stimson.csv-Q14,What was salesperson RS bottom 5  customer # for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,15,all good,Data Set #20 report - Frank Stimson.csv-Q15,What was salesperson RS bottom 5  customer # for 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,2,all good,Data Set #20 report - Frank Stimson.csv-Q2,What was salesperson RS top 5  customer # for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,3,all good,Data Set #20 report - Frank Stimson.csv-Q3,What was salesperson RS top 5  customer # for 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,4,all good,Data Set #20 report - Frank Stimson.csv-Q4,Which customer # was salesperson RS highest commission for 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,5,all good,Data Set #20 report - Frank Stimson.csv-Q5,Which customer # was salesperson RS highest commission for 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,6,all good,Data Set #20 report - Frank Stimson.csv-Q6,Which customer # was salesperson RS highest commission for 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,7,all good,Data Set #20 report - Frank Stimson.csv-Q7,Which year was salesperson RS highest commission,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,8,all good,Data Set #20 report - Frank Stimson.csv-Q8,Which year was salesperson RS lowest commission,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #20 report - Frank Stimson.csv,9,all good,Data Set #20 report - Frank Stimson.csv-Q9,Which customer # for salesperson RS had the highest % change from 2022-2023 total allocated/ship/open $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #20 report .html,#N/A
APPROVED,Data Set #21 report,1,all good,Data Set #21 report-Q1,What did salesperson #SG sell in 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,10,all good,Data Set #21 report-Q10,What did salesperson #SG sell January - June 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,11,all good,Data Set #21 report-Q11,What did salesperson #SG sell January - June 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,12,all good,Data Set #21 report-Q12,What did salesperson #SG sell July - December 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,13,all good,Data Set #21 report-Q13,What did salesperson #SG sell July - December 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,14,all good,Data Set #21 report-Q14,What did salesperson #SG sell July - December 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,15,all good,Data Set #21 report-Q15,What was the % change from 2022 to 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,2,all good,Data Set #21 report-Q2,What did salesperson #SG sell in 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,3,all good,Data Set #21 report-Q3,What did salesperson #SG sell in 2024,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,4,all good,Data Set #21 report-Q4,What was the % change from 2022 to 2023,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
APPROVED,Data Set #21 report,5,all good,Data Set #21 report-Q5,What did salesperson #SG sell in first qtr. 2022,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #21 report.html,#N/A
