tracker_file_name_current,final_status,period,status_current,notes
Data Set #2-21 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #2-21 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #2-21 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,2/4/2024,DS submitted,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #2-22 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #2-22 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-23 report - Frank Stimson.csv,APPROVED,2/4/2024,DS submitted,
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The information in the file is too similar to other datasets submitted.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The information in the file is too similar to other datasets submitted.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #2-23 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-23 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #2-24 report - Frank Stimson.csv,REJECTED,2/6/2024,DS submitted,
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/18/2024,Review,
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-24 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #2-24 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #2-25 report - Frank Stimson.csv,APPROVED,2/7/2024,DS submitted,
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,There are no questions on the submission. The same dataset was submitted previously.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-25 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #2-26 report - Frank Stimson.csv,APPROVED,2/10/2024,DS submitted,
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-26 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #2-27 report - Frank Stimson.csv,APPROVED,2/10/2024,DS submitted,
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The questions written have been previously submitted. The same dataset was submitted previously.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #2-27 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #2-28 report - Frank Stimson.csv,REJECTED,2/10/2024,DS submitted,
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The same dataset was submitted previously
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #2-28 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
