status_current,tracker_file_name_current,question_number,issues,id,question_current
APPROVED,Data Set #2-11 report - Frank Stimson.csv,14,all good,Data Set #2-11 report - Frank Stimson.csv-Q14,Which vendor had the highest average number of days from the actual to the original delivery date for 2021?
APPROVED,Data Set #2-11 report - Frank Stimson.csv,15,all good,Data Set #2-11 report - Frank Stimson.csv-Q15,Which vendor had the lowest average number of days from the actual to the original delivery date for 2021?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,1,all good,Data Set #2-12 report - Frank Stimson.csv-Q1,"On the containers that took more than 50 days to be received at the warehouse in 2021, what was the total units?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,10,all good,Data Set #2-12 report - Frank Stimson.csv-Q10,"What is the NY State income tax rate for 2016 from the IT-2104 form for married filing jointly with income over $80,000?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,11,all good,Data Set #2-12 report - Frank Stimson.csv-Q11,Which vendor had the highest average number of days from the factory to the warehouse for 2021?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,12,all good,Data Set #2-12 report - Frank Stimson.csv-Q12,"Was there a different NY State income tax rate for 2016 for married filing jointly with income above $150,000?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,13,all good,Data Set #2-12 report - Frank Stimson.csv-Q13,Which vendor had the highest average number of days from the factory to the warehouse for 2022?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,14,all good,Data Set #2-12 report - Frank Stimson.csv-Q14,"What is the NY State income tax rate for 2016 from the IT-2104 form for married filing separately with income under $80,000?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,15,all good,Data Set #2-12 report - Frank Stimson.csv-Q15,Which vendor had the best performance in 2021?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,2,all good,Data Set #2-12 report - Frank Stimson.csv-Q2,"What is the NY State income tax rate for 2016 from the IT-2104 form for a head of household with income under $60,000?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,3,all good,Data Set #2-12 report - Frank Stimson.csv-Q3,"What is the NY State income tax rate for 2016 from the IT-2104 form for a head of household with income over $60,000?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,4,all good,Data Set #2-12 report - Frank Stimson.csv-Q4,What was the average number of days from the factory to the warehouse for 2021?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,5,all good,Data Set #2-12 report - Frank Stimson.csv-Q5,What was the average number of days from the factory to the warehouse for 2022?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,6,all good,Data Set #2-12 report - Frank Stimson.csv-Q6,Was any employee exempt from New York state taxes in 2016?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,7,all good,Data Set #2-12 report - Frank Stimson.csv-Q7,What was the average number of days from the factory to the warehouse for 2021-2022?
APPROVED,Data Set #2-12 report - Frank Stimson.csv,8,all good,Data Set #2-12 report - Frank Stimson.csv-Q8,"On the containers that took more than 50 days to be received at the warehouse in 2022, what was the total units?"
APPROVED,Data Set #2-12 report - Frank Stimson.csv,9,all good,Data Set #2-12 report - Frank Stimson.csv-Q9,"What is the NY State income tax rate for 2016 from the IT-2104 form for married filing jointly with income under $80,000?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,1,all good,Data Set #2-13 report - Frank Stimson.csv-Q1,How many containers took longer than 21 days to get loaded onto the vessel in 2021?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,10,all good,Data Set #2-13 report - Frank Stimson.csv-Q10,What was the average number of days to unload the vessel for 2021?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,11,all good,Data Set #2-13 report - Frank Stimson.csv-Q11,"What is the NJ State income tax rate for 2016 from the NJ-W4 form for married filing jointly with income over $80,000?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,12,all good,Data Set #2-13 report - Frank Stimson.csv-Q12,What was the average number of days to unload the vessel for 2022?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,13,all good,Data Set #2-13 report - Frank Stimson.csv-Q13,"Was there a different NJ State income tax rate for 2016 for married filing jointly with income about $150,000?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,14,all good,Data Set #2-13 report - Frank Stimson.csv-Q14,What was the average number of days to unload the vessel for 2021-2022?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,15,all good,Data Set #2-13 report - Frank Stimson.csv-Q15,How many containers took longer than 21 days to get loaded onto the vessel in 2022?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,2,all good,Data Set #2-13 report - Frank Stimson.csv-Q2,"What is the NJ State income tax rate for 2016 from the NJ-W4 form for a head of household with income under $60,000?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,3,all good,Data Set #2-13 report - Frank Stimson.csv-Q3,"What is the NJ State income tax rate for 2016 from the NJ-W4 form for a head of household with income over $60,000?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,4,all good,Data Set #2-13 report - Frank Stimson.csv-Q4,What was the average number of days to load the vessel for 2021?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,5,all good,Data Set #2-13 report - Frank Stimson.csv-Q5,"Did any NJ employee head of household earn more than $95,000 in 2016?"
REJECTED,Data Set #2-13 report - Frank Stimson.csv,6,all good,Data Set #2-13 report - Frank Stimson.csv-Q6,What was the average number of days to load the vessel for 2022?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,7,all good,Data Set #2-13 report - Frank Stimson.csv-Q7,Was any NJ employee exempt from New Jersey state taxes in 2016? 
REJECTED,Data Set #2-13 report - Frank Stimson.csv,8,all good,Data Set #2-13 report - Frank Stimson.csv-Q8,What was the average number of days to load the vessel for 2021-2022?
REJECTED,Data Set #2-13 report - Frank Stimson.csv,9,all good,Data Set #2-13 report - Frank Stimson.csv-Q9,"What is the NJ State income tax rate for 2016 from the NJ-W4 form for married filing jointly with income under $80,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,1,all good,Data Set #2-14 report - Frank Stimson.csv-Q1,"What is the CT State income tax rate for 2016 from the CT-W4 form for a head of household with income under $60,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,10,all good,Data Set #2-14 report - Frank Stimson.csv-Q10,"What is the CT State income tax rate for 2016 from the CT-W4 form for married filing jointly with income under $80,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,11,all good,Data Set #2-14 report - Frank Stimson.csv-Q11,How many containers took 14 - 20 days to get delivered to the warehouse in 2022?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,12,all good,Data Set #2-14 report - Frank Stimson.csv-Q12,"What is the CT State income tax rate for 2016 from the CT-W4 form for married filing jointly with income over $80,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,13,all good,Data Set #2-14 report - Frank Stimson.csv-Q13,How many containers took 8 - 13 days to get delivered to the warehouse in 2021?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,14,all good,Data Set #2-14 report - Frank Stimson.csv-Q14,"Was there a different CT State income tax rate for 2016 for married filing jointly with income above $150,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,15,all good,Data Set #2-14 report - Frank Stimson.csv-Q15,How many containers took 8 - 13 days to get delivered to the warehouse in 2022?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,2,all good,Data Set #2-14 report - Frank Stimson.csv-Q2,Which year did the containers take the longest time to get delivered to the warehouse?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,3,all good,Data Set #2-14 report - Frank Stimson.csv-Q3,"What is the CT State income tax rate for 2016 from the CT-W4 form for a head of household with income over $60,000?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,4,all good,Data Set #2-14 report - Frank Stimson.csv-Q4,What was the average number of days once the container was unloaded to be received at the warehouse for 2021?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,5,all good,Data Set #2-14 report - Frank Stimson.csv-Q5,"Did any CT employee head of household earn more than $95,000 in 2016?"
APPROVED,Data Set #2-14 report - Frank Stimson.csv,6,all good,Data Set #2-14 report - Frank Stimson.csv-Q6,What was the average number of days once the container was unloaded to be received at the warehouse for 2022?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,7,all good,Data Set #2-14 report - Frank Stimson.csv-Q7,Was any employee exempt from CT state taxes in 2016?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,8,all good,Data Set #2-14 report - Frank Stimson.csv-Q8,What was the average number of days once the container was unloaded to be received at the warehouse for 2021-2022?
APPROVED,Data Set #2-14 report - Frank Stimson.csv,9,all good,Data Set #2-14 report - Frank Stimson.csv-Q9,How many containers took 14 - 20 days to get delivered to the warehouse in 2021?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,1,all good,Data Set #2-15 report - Frank Stimson.csv-Q1,How many employees have a 401k deduction for 2016?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,10,all good,Data Set #2-15 report - Frank Stimson.csv-Q10,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,11,all good,Data Set #2-15 report - Frank Stimson.csv-Q11,How many 40-foot containers were shipped in 2022?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,12,all good,Data Set #2-15 report - Frank Stimson.csv-Q12,What is the employer contribution percentage for a 401k for employees working for the company more than 20 years?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,13,all good,Data Set #2-15 report - Frank Stimson.csv-Q13,How many employees will not reach the max dollars for their 401k in 2016?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,14,all good,Data Set #2-15 report - Frank Stimson.csv-Q14,What was the average cost of a 20-foot container in 2021?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,15,all good,Data Set #2-15 report - Frank Stimson.csv-Q15,How many employees will reach the max dollars for their 401k in the next 1-4 weeks in 2016?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,2,all good,Data Set #2-15 report - Frank Stimson.csv-Q2,What was the total container expense in 2021?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,3,all good,Data Set #2-15 report - Frank Stimson.csv-Q3,Has any employee reached the max amount one can contribute for the year 2016 in their 401k?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,4,all good,Data Set #2-15 report - Frank Stimson.csv-Q4,What was the total container expense in 2022?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,5,all good,Data Set #2-15 report - Frank Stimson.csv-Q5,How many 20-foot containers were shipped in 2021?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,6,all good,Data Set #2-15 report - Frank Stimson.csv-Q6,How many years does an employee need to work to have the company match 401k deduction percentage for 2016?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,7,all good,Data Set #2-15 report - Frank Stimson.csv-Q7,How many 40-foot containers were shipped in 2021?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,8,all good,Data Set #2-15 report - Frank Stimson.csv-Q8,What is the employer contribution percentage for a 401k for employees working for the company 12 - 14.9 years?
APPROVED,Data Set #2-15 report - Frank Stimson.csv,9,all good,Data Set #2-15 report - Frank Stimson.csv-Q9,How many 20-foot containers were shipped in 2022?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,1,all good,Data Set #2-16 report - Frank Stimson.csv-Q1,How many employees does the company pay for medical insurance for in 2016?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,10,all good,Data Set #2-16 report - Frank Stimson.csv-Q10,What was the dollar change for the average cost for a 20-foot container from 2021 to 2022?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,11,all good,Data Set #2-16 report - Frank Stimson.csv-Q11,"Of the employees that do not have medical insurance in 2016, what is the percentage of race identifier 5?"
APPROVED,Data Set #2-16 report - Frank Stimson.csv,12,all good,Data Set #2-16 report - Frank Stimson.csv-Q12,What was the dollar change for the average cost for a 40-foot container from 2021 to 2022?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,13,all good,Data Set #2-16 report - Frank Stimson.csv-Q13,How many employees do not have medical insurance for 2016?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,14,all good,Data Set #2-16 report - Frank Stimson.csv-Q14,What was the percentage change for the average cost for a 20-foot container from 2021 to 2022?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,15,all good,Data Set #2-16 report - Frank Stimson.csv-Q15,What does the married filing separately category pay for medical insurance in 2016?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,2,all good,Data Set #2-16 report - Frank Stimson.csv-Q2,"In 2021, which month did the 20-foot containers cost the highest?"
APPROVED,Data Set #2-16 report - Frank Stimson.csv,3,all good,Data Set #2-16 report - Frank Stimson.csv-Q3,"In 2022, which month did the 20-foot containers cost the highest?"
APPROVED,Data Set #2-16 report - Frank Stimson.csv,4,all good,Data Set #2-16 report - Frank Stimson.csv-Q4,What does the head of household pay for medical insurance in 2016?
APPROVED,Data Set #2-16 report - Frank Stimson.csv,5,all good,Data Set #2-16 report - Frank Stimson.csv-Q5,"In 2021, which month did the 40-foot containers cost the lowest?"
APPROVED,Data Set #2-16 report - Frank Stimson.csv,6,all good,Data Set #2-16 report - Frank Stimson.csv-Q6,What does a single person pay for medical insurance in 2016?
